order_id,customer_id,order_status,currency,created_via,is_returning_order,billing_country,shipping_country,order_total,total_tax,discount_total,shipping_total,date_created_utc,date_paid_gmt
14153,0,completed,EUR,checkout,Yes,de,de,128.0,20.44,0.0,0.0,2024-04-22 12:45:01.000000 UTC,2024-04-22 12:45:31.000000 UTC
14173,0,completed,EUR,checkout,Yes,de,de,148.0,23.63,0.0,0.0,2024-04-26 12:20:41.000000 UTC,2024-04-26 12:21:12.000000 UTC
11892,0,cancelled,EUR,checkout,Yes,de,de,84.45,13.48,63.91,0.0,2023-02-03 15:58:19.000000 UTC,
12235,0,completed,EUR,checkout,Yes,de,de,115.0,18.36,0.0,0.0,2023-03-07 17:45:52.000000 UTC,2023-03-07 17:47:23.000000 UTC
12351,0,completed,EUR,checkout,Yes,de,de,67.5,10.78,6.3,0.0,2023-03-29 08:15:23.000000 UTC,2023-03-29 08:15:50.000000 UTC
15463,0,completed,EUR,checkout,Yes,de,de,82.0,13.09,0.0,0.0,2025-03-26 14:49:12.000000 UTC,2025-03-26 14:50:00.000000 UTC
16030,0,processing,EUR,admin,Yes,de,de,100.0,15.97,0.0,0.0,2025-11-28 17:01:24.000000 UTC,2025-11-28 17:19:52.000000 UTC
13234,0,completed,EUR,checkout,Yes,de,de,225.0,35.92,0.0,0.0,2023-07-26 13:15:06.000000 UTC,2023-07-26 13:15:59.000000 UTC
15079,0,completed,EUR,checkout,Yes,de,de,86.0,13.73,0.0,0.0,2024-12-02 08:54:52.000000 UTC,2024-12-02 08:55:23.000000 UTC
13091,0,completed,EUR,checkout,Yes,de,de,97.45,15.56,0.0,0.0,2023-07-01 18:20:06.000000 UTC,2023-07-01 18:20:36.000000 UTC
14002,0,completed,EUR,checkout,Yes,it,de,113.0,18.04,0.0,0.0,2024-02-26 16:26:17.000000 UTC,2024-02-26 16:27:18.000000 UTC
12643,0,completed,EUR,checkout,Yes,de,de,89.0,14.21,0.0,0.0,2023-05-29 19:51:33.000000 UTC,2023-05-29 19:54:24.000000 UTC
13658,0,completed,EUR,checkout,Yes,de,de,83.9,13.4,0.0,0.0,2023-12-02 07:46:47.000000 UTC,2023-12-02 07:47:20.000000 UTC
12414,0,completed,EUR,checkout,Yes,de,de,26.1,4.17,2.44,0.0,2023-04-17 09:29:27.000000 UTC,2023-04-17 09:30:00.000000 UTC
12968,0,completed,EUR,checkout,Yes,de,de,101.35,16.18,0.0,0.0,2023-06-28 09:00:51.000000 UTC,2023-06-28 09:01:38.000000 UTC
15683,0,processing,EUR,admin,Yes,de,de,50.0,7.98,0.0,0.0,2025-06-24 14:41:24.000000 UTC,2025-06-24 14:45:32.000000 UTC
13131,0,completed,EUR,checkout,Yes,de,de,94.5,15.09,0.0,0.0,2023-07-08 08:08:59.000000 UTC,2023-07-08 08:10:07.000000 UTC
12565,0,completed,EUR,checkout,Yes,de,de,97.65,15.59,0.0,0.0,2023-05-18 09:42:14.000000 UTC,2023-05-18 09:43:29.000000 UTC
15533,0,completed,EUR,checkout,Yes,dk,dk,384.0,61.31,0.0,0.0,2025-04-22 09:59:24.000000 UTC,2025-04-22 10:00:11.000000 UTC
15990,0,processing,EUR,admin,Yes,de,de,209.7,33.48,0.0,0.0,2025-11-13 11:00:43.000000 UTC,2025-11-13 11:03:03.000000 UTC
13749,0,completed,EUR,admin,Yes,de,de,34.01,5.43,0.0,0.0,2023-12-20 09:24:18.000000 UTC,2023-12-20 11:34:28.000000 UTC
13837,0,completed,EUR,checkout,Yes,de,de,104.0,16.61,0.0,0.0,2024-01-05 17:48:31.000000 UTC,2024-01-05 17:58:11.000000 UTC
14644,0,completed,EUR,checkout,Yes,de,de,144.0,22.99,0.0,0.0,2024-08-07 12:10:52.000000 UTC,2024-08-07 12:11:47.000000 UTC
15952,0,processing,EUR,checkout,Yes,de,de,96.0,15.33,0.0,0.0,2025-10-29 16:11:17.000000 UTC,2025-10-29 16:12:09.000000 UTC
13114,0,completed,EUR,checkout,Yes,de,de,84.5,13.49,0.0,0.0,2023-07-05 12:55:19.000000 UTC,2023-07-05 12:56:06.000000 UTC
15991,0,processing,EUR,admin,Yes,de,de,80.96,12.93,0.0,0.0,2025-11-13 11:07:11.000000 UTC,2025-11-13 11:11:16.000000 UTC
12466,0,completed,EUR,checkout,Yes,de,de,83.5,13.33,0.0,0.0,2023-04-30 19:17:14.000000 UTC,2023-04-30 19:17:58.000000 UTC
12285,0,completed,EUR,checkout,Yes,de,de,86.5,13.81,0.0,0.0,2023-03-16 14:09:47.000000 UTC,2023-03-16 14:10:23.000000 UTC
12443,0,cancelled,EUR,checkout,Yes,de,de,37.35,5.96,3.49,0.0,2023-04-25 16:53:15.000000 UTC,
11804,0,completed,EUR,checkout,Yes,de,de,52.5,8.38,0.0,0.0,2023-01-25 12:46:03.000000 UTC,2023-01-25 12:47:31.000000 UTC
16225,0,completed,EUR,admin,Yes,de,de,396.0,63.23,0.0,0.0,2026-02-11 15:17:29.000000 UTC,2026-02-11 15:19:00.000000 UTC
13714,0,completed,EUR,checkout,Yes,de,de,102.0,16.29,0.0,0.0,2023-12-15 10:54:42.000000 UTC,2023-12-15 10:55:16.000000 UTC
12465,0,completed,EUR,checkout,Yes,de,de,87.0,13.89,0.0,0.0,2023-04-29 18:18:58.000000 UTC,2023-04-29 18:19:56.000000 UTC
13196,0,completed,EUR,checkout,Yes,de,de,84.5,13.49,0.0,0.0,2023-07-19 08:33:15.000000 UTC,2023-07-19 08:33:38.000000 UTC
15996,0,processing,EUR,admin,Yes,de,de,195.18,31.16,0.0,0.0,2025-11-17 17:50:59.000000 UTC,2025-11-20 17:59:40.000000 UTC
16187,0,processing,EUR,admin,Yes,de,de,520.0,78.12,0.0,0.0,2026-01-30 14:20:12.000000 UTC,2026-01-30 14:56:54.000000 UTC
12576,0,completed,EUR,checkout,Yes,de,de,50.4,8.05,4.71,0.0,2023-05-19 09:38:01.000000 UTC,2023-05-19 09:40:16.000000 UTC
13103,0,completed,EUR,checkout,Yes,de,de,144.0,22.99,0.0,0.0,2023-07-03 13:07:16.000000 UTC,2023-07-03 13:07:49.000000 UTC
14130,0,completed,EUR,checkout,Yes,de,de,87.5,13.97,0.0,0.0,2024-04-10 09:54:49.000000 UTC,2024-04-10 09:55:17.000000 UTC
11734,0,completed,EUR,checkout,Yes,de,de,118.0,18.84,0.0,0.0,2023-01-03 19:02:46.000000 UTC,2023-01-04 10:00:06.000000 UTC
12196,0,completed,EUR,checkout,Yes,de,de,134.0,21.39,0.0,0.0,2023-03-01 20:41:57.000000 UTC,2023-03-01 20:43:41.000000 UTC
14735,0,completed,EUR,checkout,Yes,de,de,80.0,12.77,0.0,0.0,2024-09-16 22:47:41.000000 UTC,2024-09-16 22:48:30.000000 UTC
16107,0,processing,EUR,admin,Yes,de,de,78.0,12.45,0.0,0.0,2025-12-20 15:05:33.000000 UTC,2025-12-20 15:16:52.000000 UTC
11743,0,completed,EUR,checkout,Yes,de,de,97.5,15.57,0.0,0.0,2023-01-06 23:30:55.000000 UTC,2023-01-06 23:31:12.000000 UTC
12678,0,processing,EUR,checkout,Yes,de,de,83.0,13.25,0.0,0.0,2023-06-03 19:17:39.000000 UTC,2023-06-03 19:18:17.000000 UTC
12258,0,completed,EUR,checkout,Yes,de,de,94.0,15.01,0.0,0.0,2023-03-10 11:56:26.000000 UTC,2023-03-10 11:58:28.000000 UTC
13143,0,completed,EUR,checkout,Yes,de,de,112.5,17.96,0.0,0.0,2023-07-10 15:07:04.000000 UTC,2023-07-10 15:07:37.000000 UTC
15806,0,processing,EUR,admin,Yes,de,de,65.16,10.4,0.0,0.0,2025-08-12 15:34:39.000000 UTC,2025-08-12 15:49:46.000000 UTC
16164,0,processing,EUR,checkout,Yes,de,de,112.0,17.88,0.0,0.0,2026-01-18 16:07:58.000000 UTC,2026-01-18 16:08:23.000000 UTC
12473,0,completed,EUR,checkout,Yes,de,de,351.0,56.04,0.0,0.0,2023-05-02 10:26:15.000000 UTC,2023-05-03 14:11:07.000000 UTC
14013,0,completed,EUR,checkout,Yes,de,de,178.0,28.42,0.0,0.0,2024-02-29 15:35:11.000000 UTC,2024-02-29 15:36:04.000000 UTC
15104,0,processing,EUR,admin,Yes,de,de,100.0,15.97,0.0,0.0,2024-12-10 15:44:25.000000 UTC,2024-12-10 15:48:30.000000 UTC
12444,0,completed,EUR,checkout,Yes,de,de,37.35,5.96,3.49,0.0,2023-04-25 16:57:19.000000 UTC,2023-04-25 16:58:47.000000 UTC
16088,0,processing,EUR,admin,Yes,de,de,674.0,107.61,0.0,0.0,2025-12-17 14:50:00.000000 UTC,2025-12-17 14:59:07.000000 UTC
12549,0,completed,EUR,checkout,Yes,de,dk,245.5,39.2,0.0,0.0,2023-05-15 13:51:30.000000 UTC,2023-05-15 13:52:47.000000 UTC
11725,0,completed,EUR,admin,No,de,de,128.0,20.44,0.0,0.0,2022-12-29 16:19:18.000000 UTC,2022-12-29 17:10:56.000000 UTC
15906,0,processing,EUR,checkout,Yes,de,de,106.0,16.92,0.0,0.0,2025-10-01 13:25:10.000000 UTC,2025-10-01 13:26:06.000000 UTC
12440,0,completed,EUR,checkout,Yes,de,de,83.5,13.33,0.0,0.0,2023-04-24 22:01:18.000000 UTC,2023-04-24 22:02:46.000000 UTC
16216,0,processing,EUR,admin,Yes,de,de,243.0,38.8,0.0,0.0,2026-02-07 12:08:14.000000 UTC,2026-02-07 12:12:19.000000 UTC
12563,0,completed,EUR,checkout,Yes,de,de,350.0,55.88,0.0,0.0,2023-05-17 10:00:31.000000 UTC,2023-05-17 10:01:45.000000 UTC
14583,0,completed,EUR,checkout,Yes,de,de,107.0,17.08,0.0,0.0,2024-07-17 10:52:50.000000 UTC,2024-07-17 10:53:19.000000 UTC
15871,0,processing,EUR,checkout,Yes,de,de,110.0,17.56,0.0,0.0,2025-09-15 19:27:48.000000 UTC,2025-09-15 19:28:08.000000 UTC
11893,0,completed,EUR,checkout,Yes,de,de,86.7,13.84,64.12,0.0,2023-02-03 16:02:07.000000 UTC,2023-02-03 16:02:47.000000 UTC
12657,0,processing,EUR,checkout,Yes,de,de,157.0,25.07,0.0,0.0,2023-05-31 18:54:39.000000 UTC,2023-05-31 18:55:34.000000 UTC
15101,0,completed,EUR,checkout,Yes,de,de,156.0,24.91,0.0,0.0,2024-12-10 08:44:56.000000 UTC,2024-12-10 08:45:28.000000 UTC
12088,0,completed,EUR,checkout,Yes,de,de,120.0,19.16,0.0,0.0,2023-02-18 18:39:44.000000 UTC,2023-02-18 18:40:46.000000 UTC
15945,0,processing,EUR,checkout,Yes,de,de,207.0,33.05,0.0,0.0,2025-10-26 09:06:10.000000 UTC,2025-10-26 09:07:25.000000 UTC
14386,0,completed,EUR,checkout,Yes,de,de,103.0,16.45,0.0,0.0,2024-05-29 09:00:18.000000 UTC,2024-05-29 09:00:34.000000 UTC
14139,0,completed,EUR,checkout,Yes,de,de,82.0,13.09,0.0,0.0,2024-04-15 18:14:07.000000 UTC,2024-04-15 18:16:26.000000 UTC
13151,0,completed,EUR,checkout,Yes,de,de,82.35,13.15,7.69,0.0,2023-07-12 12:13:38.000000 UTC,2023-07-12 12:14:09.000000 UTC
12342,0,processing,EUR,admin,Yes,de,de,443.7,0.0,0.0,0.0,2023-03-28 10:40:09.000000 UTC,2023-03-28 10:53:46.000000 UTC
11889,0,completed,EUR,checkout,Yes,de,de,40.05,6.39,3.74,0.0,2023-02-02 21:48:40.000000 UTC,2023-02-02 21:54:56.000000 UTC
12259,0,processing,EUR,checkout,Yes,de,de,143.5,22.91,0.0,0.0,2023-03-11 13:53:39.000000 UTC,2023-03-11 13:54:20.000000 UTC
15929,0,processing,EUR,admin,Yes,de,de,440.0,62.27,0.0,0.0,2025-10-14 13:33:17.000000 UTC,2025-10-14 15:32:41.000000 UTC
13200,0,completed,EUR,checkout,Yes,de,de,124.5,19.88,0.0,0.0,2023-07-19 17:11:51.000000 UTC,2023-07-19 17:13:02.000000 UTC
14645,0,completed,EUR,checkout,Yes,de,de,42.0,6.71,0.0,0.0,2024-08-07 15:22:49.000000 UTC,2024-08-07 15:24:17.000000 UTC
14998,0,completed,EUR,checkout,Yes,de,de,168.0,26.82,0.0,0.0,2024-11-09 20:44:32.000000 UTC,2024-11-09 20:44:54.000000 UTC
15140,0,completed,EUR,checkout,Yes,de,de,95.0,15.17,0.0,0.0,2024-12-15 15:50:12.000000 UTC,2024-12-15 15:50:52.000000 UTC
14591,0,completed,EUR,checkout,Yes,de,de,197.0,31.45,0.0,0.0,2024-07-19 20:53:15.000000 UTC,2024-07-19 20:53:43.000000 UTC
13139,0,completed,EUR,checkout,Yes,de,de,200.5,32.01,0.0,0.0,2023-07-10 10:05:24.000000 UTC,2023-07-10 10:06:48.000000 UTC
12680,0,processing,EUR,checkout,Yes,de,de,339.0,54.13,0.0,0.0,2023-06-04 08:45:27.000000 UTC,2023-06-04 08:53:05.000000 UTC
16104,0,completed,EUR,admin,Yes,de,,30.0,4.79,0.0,0.0,2025-12-20 12:56:05.000000 UTC,2025-12-20 13:01:09.000000 UTC
12163,0,completed,EUR,checkout,Yes,de,de,36.45,5.82,3.4,0.0,2023-02-27 16:57:58.000000 UTC,2023-02-27 16:58:56.000000 UTC
13692,0,completed,EUR,checkout,Yes,de,de,127.0,20.28,0.0,0.0,2023-12-08 16:58:55.000000 UTC,2023-12-08 16:59:14.000000 UTC
15163,0,completed,EUR,checkout,Yes,de,de,121.0,19.32,0.0,0.0,2024-12-18 19:45:44.000000 UTC,2024-12-18 19:46:16.000000 UTC
12322,0,completed,EUR,checkout,Yes,de,de,138.0,22.03,0.0,0.0,2023-03-26 14:26:29.000000 UTC,2023-03-26 14:28:52.000000 UTC
12726,0,completed,EUR,checkout,Yes,de,de,110.0,17.56,0.0,0.0,2023-06-09 21:28:25.000000 UTC,2023-06-09 21:30:00.000000 UTC
12081,0,completed,EUR,checkout,Yes,de,de,105.0,16.76,0.0,0.0,2023-02-15 14:28:38.000000 UTC,2023-02-15 14:29:08.000000 UTC
13448,0,completed,EUR,checkout,Yes,de,de,115.0,18.36,0.0,0.0,2023-09-04 19:21:57.000000 UTC,2023-09-04 19:24:09.000000 UTC
16069,0,completed,EUR,admin,Yes,de,de,220.0,31.61,0.0,0.0,2025-12-13 12:08:19.000000 UTC,2025-12-13 12:10:18.000000 UTC
14994,0,processing,EUR,admin,Yes,de,,1104.0,176.27,0.0,0.0,2024-11-07 15:13:07.000000 UTC,2024-11-07 15:26:39.000000 UTC
12497,0,completed,EUR,checkout,Yes,de,de,180.5,28.82,0.0,0.0,2023-05-04 20:52:25.000000 UTC,2023-05-04 20:52:51.000000 UTC
12725,0,completed,EUR,checkout,Yes,de,de,109.0,17.4,0.0,0.0,2023-06-09 12:26:00.000000 UTC,2023-06-09 12:27:53.000000 UTC
13301,0,completed,EUR,checkout,Yes,de,de,55.5,8.86,0.0,0.0,2023-08-10 07:37:32.000000 UTC,2023-08-10 07:38:12.000000 UTC
15102,0,completed,EUR,checkout,Yes,de,de,104.0,16.61,0.0,0.0,2024-12-10 08:50:16.000000 UTC,2024-12-10 08:50:45.000000 UTC
15497,0,completed,EUR,checkout,Yes,at,at,296.0,47.26,0.0,0.0,2025-04-07 17:04:36.000000 UTC,2025-04-07 17:05:08.000000 UTC
11749,0,completed,EUR,checkout,Yes,de,de,198.5,31.69,0.0,0.0,2023-01-11 17:30:45.000000 UTC,2023-01-11 17:32:07.000000 UTC
13170,0,completed,EUR,checkout,Yes,de,de,46.0,7.34,0.0,0.0,2023-07-14 16:03:31.000000 UTC,2023-07-14 16:04:47.000000 UTC
14751,0,completed,EUR,checkout,Yes,de,de,146.0,23.31,0.0,0.0,2024-09-24 21:43:46.000000 UTC,2024-09-24 21:45:14.000000 UTC
13823,7,completed,EUR,checkout,Yes,de,de,27.85,4.45,0.0,0.0,2023-12-27 17:42:19.000000 UTC,2023-12-27 17:43:15.000000 UTC
15189,7,cancelled,EUR,checkout,Yes,de,de,97.58,15.58,0.0,0.0,2024-12-24 13:53:46.000000 UTC,
14185,7,completed,EUR,checkout,Yes,de,de,70.8,11.3,0.0,0.0,2024-04-28 21:31:38.000000 UTC,2024-04-28 21:32:49.000000 UTC
12453,7,processing,EUR,admin,Yes,de,,318.07,0.0,0.0,0.0,2023-04-26 19:42:27.000000 UTC,2023-04-26 19:49:36.000000 UTC
13909,7,completed,EUR,checkout,Yes,de,de,55.35,8.84,0.0,0.0,2024-01-28 09:19:42.000000 UTC,2024-01-28 09:20:50.000000 UTC
13122,7,completed,EUR,checkout,No,de,de,34.52,5.51,0.0,0.0,2023-07-06 13:59:53.000000 UTC,2023-07-06 14:01:02.000000 UTC
15708,7,processing,EUR,checkout,Yes,de,de,121.09,19.33,0.0,0.0,2025-07-02 18:51:33.000000 UTC,2025-07-02 18:52:15.000000 UTC
12198,7,processing,EUR,admin,Yes,de,de,133.5,21.32,0.0,0.0,2023-03-01 21:29:56.000000 UTC,2023-03-01 21:46:03.000000 UTC
14389,7,completed,EUR,checkout,Yes,de,de,47.01,7.51,0.0,0.0,2024-05-31 10:25:08.000000 UTC,2024-05-31 10:25:33.000000 UTC
15791,7,completed,EUR,checkout,Yes,de,de,118.54,18.93,24.9,0.0,2025-08-01 16:10:18.000000 UTC,2025-08-01 16:10:45.000000 UTC
15193,7,completed,EUR,checkout,Yes,de,de,97.58,15.58,0.0,0.0,2024-12-27 09:06:45.000000 UTC,2024-12-27 09:07:10.000000 UTC
15802,7,completed,EUR,checkout,Yes,de,de,26.18,4.18,5.5,0.0,2025-08-10 13:30:28.000000 UTC,2025-08-10 13:30:53.000000 UTC
13715,7,completed,EUR,checkout,Yes,de,de,103.9,16.59,0.0,0.0,2023-12-15 12:25:43.000000 UTC,2023-12-15 12:27:08.000000 UTC
14660,7,processing,EUR,checkout,Yes,de,de,80.03,12.78,0.0,0.0,2024-08-16 11:38:36.000000 UTC,2024-08-16 11:39:19.000000 UTC
12645,7,processing,EUR,admin,Yes,de,,125.57,20.05,0.0,0.0,2023-05-30 13:47:00.000000 UTC,2023-05-30 13:56:44.000000 UTC
13828,7,completed,EUR,checkout,Yes,de,de,55.93,8.93,0.0,0.0,2023-12-30 18:46:28.000000 UTC,2023-12-30 18:46:53.000000 UTC
13664,7,completed,EUR,checkout,Yes,de,de,257.53,41.12,0.0,0.0,2023-12-04 21:03:22.000000 UTC,2023-12-04 21:04:20.000000 UTC
15081,57,completed,EUR,checkout,Yes,de,de,69.2,11.05,0.0,0.0,2024-12-03 10:06:03.000000 UTC,2024-12-03 10:06:47.000000 UTC
14643,57,completed,EUR,checkout,Yes,de,de,22.01,3.51,0.0,0.0,2024-08-06 14:43:04.000000 UTC,2024-08-06 14:43:28.000000 UTC
14611,57,completed,EUR,checkout,Yes,de,de,29.4,4.69,0.0,0.0,2024-07-27 07:21:54.000000 UTC,2024-07-27 07:22:16.000000 UTC
15826,57,completed,EUR,checkout,Yes,de,de,53.32,8.51,11.2,0.0,2025-08-27 15:52:14.000000 UTC,2025-08-27 15:53:40.000000 UTC
16122,57,processing,EUR,checkout,Yes,de,de,86.31,13.78,18.13,0.0,2025-12-29 16:27:13.000000 UTC,2025-12-29 16:28:01.000000 UTC
15144,57,completed,EUR,checkout,Yes,de,de,32.43,5.18,0.0,0.0,2024-12-16 17:57:04.000000 UTC,2024-12-16 17:57:31.000000 UTC
15244,57,completed,EUR,checkout,Yes,de,de,107.99,17.24,0.0,0.0,2025-01-28 09:47:01.000000 UTC,2025-01-28 09:47:37.000000 UTC
13659,57,completed,EUR,checkout,Yes,de,de,35.88,5.73,3.35,0.0,2023-12-02 13:29:52.000000 UTC,2023-12-02 13:30:48.000000 UTC
15884,57,completed,EUR,checkout,Yes,de,de,21.42,3.42,4.5,0.0,2025-09-20 11:14:51.000000 UTC,2025-09-20 11:15:35.000000 UTC
15319,57,completed,EUR,checkout,Yes,de,de,70.21,11.21,0.0,0.0,2025-02-27 15:23:47.000000 UTC,2025-02-27 15:24:02.000000 UTC
16185,57,completed,EUR,checkout,Yes,de,de,29.27,4.67,6.15,0.0,2026-01-29 15:13:53.000000 UTC,2026-01-29 15:15:04.000000 UTC
